Age,Gender,Employment_Status,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Physical_Activity_Hours,Social_Interaction_Score,Diet_Quality,Caffeine_Intake_Cups,Work_Study_Hours,Academic_Work_Pressure,Financial_Stress,Family_Support_Score,Stress_Level,Mental_Health_Score
40,Female,Employed,8.0,9.0,7.6,5.5,5.7,7.3,5,7.7,7.2,8.6,2.6,3.0,71.5
38,Female,Student,8.8,8.2,4.8,,6.9,5.5,2,11.5,10.0,7.5,6.7,1.4,76.7
42,Male,Student,8.1,6.2,7.6,0.9,4.4,6.5,4,6.2,5.7,5.6,4.0,1.0,58.3
31,Female,Student,5.3,,0.0,0.7,4.0,7.1,0,5.9,7.0,4.8,8.7,8.0,46.1
33,Female,Student,4.6,5.1,6.4,14.0,5.9,7.9,2,5.4,5.1,2.0,9.4,4.6,78.2
25,Male,Student,6.1,5.0,5.1,0.7,7.4,7.2,2,2.3,4.7,6.5,5.9,4.5,70.3
20,Male,Student,7.4,6.6,6.0,1.3,4.8,6.3,3,3.1,3.5,6.1,5.4,4.4,42.7
21,Female,Employed,6.9,4.3,3.9,1.3,0.5,5.6,2,5.1,9.5,1.9,4.1,9.8,33.5
18,Female,Employed,5.7,7.8,10.0,1.1,7.5,5.8,1,8.7,2.7,2.9,4.9,6.2,56.3
53,Female,Employed,6.4,6.0,2.9,5.5,4.7,4.0,3,3.1,8.6,7.8,9.3,8.4,46.6
32,Other,Student,5.8,3.8,5.1,6.1,2.2,8.4,0,6.9,5.4,6.0,6.9,7.6,41.4
59,Female,Employed,3.7,7.1,8.5,1.0,3.4,8.0,2,8.6,8.0,10.0,9.0,5.3,32.1
25,Other,Student,7.2,8.0,8.3,1.4,3.7,6.9,3,6.6,6.8,10.0,7.9,4.7,59.4
34,Female,Employed,7.7,6.4,7.9,1.8,4.3,3.6,2,4.6,5.1,5.7,5.2,5.1,47.8
46,Male,Student,7.5,5.9,8.0,8.7,9.5,6.7,1,2.1,6.3,4.5,4.4,3.0,73.5
40,Female,Student,8.1,6.4,7.8,10.7,6.7,9.2,1,9.9,1.0,5.6,8.0,3.7,85.4
57,Male,Student,6.7,7.0,5.1,1.1,6.3,9.4,1,6.2,5.9,5.1,7.4,3.2,77.0
23,Male,Student,6.9,7.0,2.6,2.3,6.0,7.0,1,6.5,7.1,3.1,2.9,7.8,58.2
30,Male,Student,5.7,1.0,9.4,1.4,8.0,2.7,4,5.3,5.3,1.7,,4.4,41.0
58,Male,Student,8.5,6.8,6.7,3.7,4.5,7.9,2,8.8,3.7,6.9,1.3,6.6,49.5
42,Female,Employed,6.9,8.3,5.4,1.3,9.5,8.0,2,5.6,6.2,1.0,4.0,4.9,70.8
29,Male,Student,4.9,7.0,5.6,6.5,4.3,2.5,0,8.3,6.5,3.0,2.7,3.7,57.2
59,Female,Employed,6.0,7.8,5.6,0.7,6.1,7.2,0,6.5,5.4,6.7,3.7,2.9,60.1
33,Male,Unemployed,5.2,6.8,6.1,5.6,8.1,5.4,4,0.1,6.5,7.8,8.6,6.9,65.3
30,Male,Employed,6.6,9.4,5.2,1.6,9.2,5.2,1,9.6,1.5,3.9,10.0,7.0,71.9
46,Male,Employed,8.4,5.5,6.2,2.2,6.7,6.6,1,4.9,6.2,6.8,8.7,6.5,47.8
32,Female,Employed,5.4,10.0,5.4,1.4,10.0,7.3,2,10.8,5.1,5.3,4.0,7.7,70.7
21,Female,Student,7.5,10.0,4.2,4.8,7.0,7.5,0,2.7,8.3,4.7,,3.6,78.0
18,Male,Employed,7.4,2.9,4.8,0.3,9.5,4.3,3,6.9,6.3,7.6,,3.0,56.7
49,Female,Employed,8.9,3.5,6.8,1.3,2.5,4.7,0,4.9,5.9,5.6,6.0,1.0,61.0
40,Male,Employed,6.0,3.1,5.8,0.3,10.0,8.2,1,4.2,5.8,5.2,6.0,5.1,45.7
20,Male,Student,6.0,7.0,5.1,0.1,3.5,3.5,0,2.6,4.4,4.0,7.9,2.3,64.1
20,Male,Employed,3.4,3.6,3.9,0.2,6.0,6.1,1,9.6,5.7,4.9,7.3,7.0,50.2
56,Female,Student,6.1,8.4,2.6,3.8,6.8,7.9,2,6.6,3.9,8.6,5.1,1.6,76.0
32,Male,Student,6.3,10.0,3.9,3.0,2.5,5.6,0,9.8,3.8,2.7,4.3,5.5,67.5
59,Female,Student,8.4,4.8,5.8,3.4,9.4,9.6,1,4.3,9.1,3.1,7.0,4.5,72.8
24,Male,Employed,8.0,7.2,6.5,0.2,6.2,3.9,3,7.0,6.0,1.6,6.0,3.0,61.6
50,Male,Student,5.3,6.6,5.6,1.5,4.2,7.9,0,11.4,8.5,1.0,6.6,6.9,45.0
21,Female,Employed,4.1,5.8,7.3,4.1,1.7,3.1,2,5.9,6.9,2.9,7.9,5.9,41.9
33,Female,Student,9.2,8.0,5.8,1.6,7.8,4.1,0,7.9,5.2,6.4,,7.2,61.1
27,Male,Student,5.9,2.4,7.1,2.9,2.9,5.3,2,8.8,7.1,5.3,7.6,2.8,45.9
18,Male,Employed,3.7,2.1,8.5,1.9,6.4,7.6,4,6.5,5.6,4.8,8.3,8.7,31.5
38,Male,Student,7.2,7.8,4.7,0.5,9.1,3.0,4,7.7,8.2,5.0,5.3,4.9,63.3
32,Male,Unemployed,7.4,7.2,7.3,6.7,5.9,7.5,0,1.5,9.4,1.8,7.2,7.2,61.1
20,Male,Student,4.4,3.7,11.9,9.3,4.8,6.6,1,8.5,6.9,4.6,8.0,3.4,73.3
19,Female,Student,4.4,10.0,6.3,2.3,4.2,5.0,3,9.8,5.7,5.9,8.7,7.4,54.9
46,Female,Student,6.2,6.5,4.9,2.6,5.2,4.9,1,3.6,5.1,10.0,6.9,4.5,62.0
34,Female,Student,7.3,6.2,4.9,8.7,3.7,5.8,1,8.5,4.4,3.8,8.3,3.2,71.3
31,Male,Employed,7.0,5.0,4.5,0.3,10.0,1.3,1,8.0,7.0,8.2,7.5,7.2,48.3
46,Female,Employed,5.3,3.2,6.5,6.7,6.6,4.8,0,9.9,4.9,7.4,6.1,3.9,56.0
50,Female,Employed,5.6,7.4,3.3,0.9,0.4,4.0,2,4.8,9.6,6.2,6.8,3.3,44.1
25,Male,Employed,5.3,3.5,3.1,0.3,5.5,3.1,2,7.3,5.1,4.5,5.5,4.3,41.0
27,Female,Student,7.4,6.0,2.5,7.4,0.5,5.1,5,4.8,10.0,5.5,8.9,6.1,59.5
47,Female,Employed,8.5,9.5,2.6,1.0,2.4,6.0,1,7.1,5.2,4.4,7.2,5.0,74.6
50,Male,Unemployed,3.6,7.8,5.7,0.8,4.9,5.6,1,2.8,5.4,5.8,10.0,7.8,49.4
20,Male,Employed,5.5,4.6,2.2,1.1,6.3,7.0,2,8.7,5.4,6.7,,5.4,51.4
35,Male,Employed,5.0,7.6,3.5,,8.8,6.1,2,8.9,9.3,1.0,7.0,5.2,68.1
54,Female,Employed,8.0,6.1,7.2,1.1,4.1,7.2,2,10.6,3.0,4.3,6.7,5.4,55.2
32,Female,Employed,4.3,5.5,2.7,1.4,7.7,6.3,0,11.2,5.6,8.3,6.7,1.0,60.9
39,Female,Unemployed,6.8,5.1,8.2,2.5,3.9,5.7,3,0.8,7.8,4.2,8.0,4.1,66.9
57,Female,Unemployed,5.7,8.5,4.7,1.1,7.3,3.8,0,0.8,5.6,6.4,4.6,5.0,56.9
44,Male,Unemployed,9.3,5.4,8.5,0.0,7.7,8.3,0,1.1,7.8,10.0,5.3,3.1,53.8
57,Male,Student,6.7,6.7,6.8,0.3,10.0,5.1,2,3.8,8.4,5.7,6.4,2.6,65.3
42,Female,Employed,5.5,5.9,4.2,3.1,8.9,,2,10.2,4.9,4.5,7.0,6.7,55.8
55,Female,Student,8.3,6.9,3.2,13.8,7.0,5.5,4,6.5,6.1,1.9,10.0,4.6,87.2
28,Male,Employed,7.3,2.8,25.86664203044082,0.0,1.7,,2,4.4,2.1,3.5,4.9,5.7,38.8
25,Male,Unemployed,7.0,7.9,6.6,5.3,10.0,5.9,3,0.0,5.0,7.2,,3.8,72.8
41,Female,Student,6.9,5.8,4.4,0.1,5.4,5.6,1,4.0,6.1,7.6,7.2,4.3,45.8
57,Other,Student,6.4,6.0,4.8,4.4,5.4,4.8,5,8.2,6.5,2.0,5.3,6.6,56.1
34,Female,Employed,6.6,8.7,0.0,1.6,3.5,6.6,2,4.6,6.4,6.5,5.4,5.1,47.9
45,Male,Student,4.8,4.6,4.0,7.4,8.1,6.4,2,12.3,7.0,5.6,7.4,3.4,69.9
30,Male,Employed,7.0,7.7,5.2,1.7,7.2,3.1,1,3.0,3.5,5.8,10.0,6.7,68.9
35,Female,Employed,8.5,5.0,3.8,0.4,3.5,5.5,3,5.9,6.1,5.0,7.7,4.5,58.6
50,Female,Student,6.1,8.1,6.7,0.9,7.5,3.2,0,13.0,6.3,3.5,7.8,2.6,68.6
39,Female,Student,9.8,7.3,9.5,2.2,7.0,4.5,0,8.9,4.9,4.9,6.9,5.4,68.5
53,Male,Employed,4.6,5.0,3.6,0.5,5.7,6.4,1,9.0,7.1,6.2,7.1,7.2,50.8
55,Female,Employed,5.3,6.1,5.9,4.2,7.0,8.8,2,10.5,7.9,4.7,6.7,5.6,59.7
46,Female,Student,8.1,6.2,7.2,0.1,1.1,7.9,3,5.6,5.4,8.3,4.4,5.7,47.8
19,Female,Student,7.5,4.5,4.6,1.9,7.1,6.8,1,4.4,5.2,3.8,7.5,2.8,61.8
50,Female,Employed,7.6,6.0,7.7,0.5,5.4,2.1,0,5.2,4.8,4.1,,5.7,55.7
23,Female,Employed,6.1,,9.4,0.4,2.6,7.2,4,8.4,5.4,5.8,5.8,4.2,53.2
50,Female,Employed,6.4,6.1,4.7,2.2,0.7,8.9,3,6.3,9.9,5.6,4.5,4.3,32.0
50,Female,Employed,7.2,5.8,8.3,6.6,6.5,7.1,2,2.5,4.9,5.9,8.2,4.3,64.1
50,Male,Employed,6.8,5.4,4.9,0.4,4.4,,0,8.0,6.1,5.6,10.0,3.9,63.5
54,Male,Employed,5.4,5.9,6.0,1.8,3.6,1.0,1,3.5,7.2,4.3,6.8,8.7,30.4
52,Female,Student,5.4,4.9,2.8,0.3,2.4,6.0,1,3.1,5.1,5.8,3.2,6.4,34.7
43,Female,Employed,5.5,4.5,2.7,1.4,3.7,7.8,1,7.0,6.0,7.3,8.4,5.1,40.1
58,Male,Student,9.4,5.6,4.0,1.5,0.0,8.0,3,9.6,3.8,8.1,6.3,7.1,44.2
53,Male,Employed,6.9,3.6,6.4,9.4,6.0,8.8,1,9.9,5.6,4.1,3.8,6.3,58.9
43,Female,Unemployed,5.6,5.4,4.7,1.9,3.4,4.0,3,1.5,2.1,5.4,5.5,6.5,52.1
42,Female,Employed,8.0,5.3,6.6,0.1,8.0,3.9,2,7.7,5.5,3.5,5.3,4.2,66.8
54,Male,Unemployed,8.5,10.0,2.6,4.2,10.0,6.8,4,1.3,4.1,4.5,,5.8,74.9
53,Male,Student,5.9,5.7,11.1,0.3,4.3,7.6,1,9.5,8.6,1.7,7.5,8.1,39.3
43,Female,Unemployed,5.2,4.8,3.4,1.1,3.3,6.6,3,1.2,3.8,6.5,7.2,5.0,40.2
23,Male,Student,3.8,,6.5,2.1,5.9,6.8,3,10.5,6.1,8.2,7.2,6.0,38.1
39,Female,Employed,5.4,9.0,4.6,0.5,4.6,4.3,1,9.4,5.4,6.0,1.9,7.0,48.4
41,Female,Employed,6.3,1.8,2.4,0.8,5.4,7.5,1,11.3,3.5,10.0,5.6,1.8,45.1
36,Female,Student,7.0,7.2,1.4,0.4,4.5,7.0,6,9.3,7.0,6.3,5.3,10.0,28.8
22,Male,Student,4.8,4.9,2.6,1.0,9.1,3.6,4,7.3,5.8,4.3,4.1,5.5,59.5
41,Male,Student,5.1,5.1,2.2,0.9,6.5,5.9,3,8.4,6.4,3.4,3.5,5.2,46.2
26,Female,Student,9.5,5.9,5.2,1.4,6.2,8.3,5,7.3,3.2,9.2,6.5,6.4,61.7
22,Male,Employed,7.0,10.0,28.71511261631554,8.7,9.2,8.6,3,5.7,6.6,7.9,5.9,1.0,97.1
29,Female,Employed,6.6,7.5,3.2,6.7,5.5,7.8,2,8.2,6.5,5.9,6.8,3.1,89.6
52,Male,Student,6.3,6.6,10.3,1.8,5.7,9.3,3,6.4,6.5,7.3,7.8,7.0,46.5
41,Female,Student,7.6,3.4,3.7,2.8,6.7,5.7,2,9.1,2.9,3.7,,5.8,42.7
59,Female,Employed,5.3,3.8,10.9,3.7,6.5,6.9,3,5.4,6.1,1.0,5.6,9.1,38.8
51,Female,Employed,8.8,1.3,7.8,0.1,5.5,7.8,4,5.8,8.0,9.3,8.1,5.4,30.0
36,Male,Student,4.9,3.7,3.5,1.0,3.9,3.3,0,8.7,6.2,3.7,7.9,5.5,38.6
20,Male,Student,6.2,7.5,3.8,5.4,3.4,5.4,1,5.3,8.3,8.3,5.5,8.2,42.3
32,Female,Student,7.6,5.3,4.9,2.1,2.9,5.9,3,9.9,5.3,6.8,8.9,3.5,49.6
41,Female,Student,9.1,,3.8,0.0,6.0,4.0,4,9.2,8.0,2.9,3.7,7.5,50.9
23,Male,Employed,7.8,6.3,8.5,1.3,1.7,7.6,2,7.2,4.7,6.9,10.0,4.8,61.8
54,Male,Student,6.3,1.0,8.1,1.3,7.0,1.4,6,10.1,5.9,5.5,9.6,1.0,39.7
30,Male,Employed,8.1,6.7,4.9,0.9,6.0,3.5,1,9.3,8.1,7.0,7.1,4.8,55.2
54,Male,Student,6.0,7.3,5.9,3.7,5.9,6.9,1,6.2,10.0,7.1,8.0,4.4,61.3
49,Male,Student,7.7,10.0,3.9,1.4,9.0,7.3,2,7.6,6.9,8.0,8.9,1.9,83.4
49,Male,Student,5.2,9.2,7.1,1.5,4.2,8.1,0,8.4,6.8,4.7,6.3,5.0,67.9
57,Male,Student,7.5,7.7,5.4,0.2,6.2,8.4,3,6.1,7.6,6.2,5.8,5.0,56.9
39,Female,Student,9.2,7.6,7.2,1.8,7.8,2.8,1,6.2,8.1,4.9,10.0,4.3,68.1
50,Male,Student,7.5,5.8,5.0,2.9,4.2,8.7,2,13.7,7.3,4.2,6.1,10.0,40.3
29,Female,Student,7.1,7.2,4.9,3.5,5.6,4.4,2,4.5,8.0,8.0,6.7,6.3,66.3
23,Female,Student,6.4,5.7,7.5,1.6,5.9,4.1,2,7.3,3.6,6.6,5.3,5.8,62.2
48,Male,Unemployed,9.2,6.2,4.3,0.4,6.2,,4,0.2,6.9,8.7,7.6,5.5,64.7
19,Female,Employed,5.1,8.5,7.2,2.1,8.2,3.6,2,6.5,8.6,1.0,6.1,4.6,74.5
18,Male,Employed,8.2,7.3,4.4,2.5,6.2,2.2,2,3.1,5.2,9.2,6.4,4.3,47.2
28,Female,Student,8.1,7.5,6.5,0.3,7.7,6.5,0,5.1,5.7,1.0,9.9,8.2,80.4
27,Female,Student,6.5,5.2,5.0,0.2,1.5,6.9,0,3.1,3.3,2.8,6.1,8.4,44.5
56,Male,Student,6.5,5.7,2.0,2.6,0.1,4.5,3,5.4,4.1,6.6,9.6,3.6,59.4
55,Female,Student,7.7,1.9,4.6,1.7,5.7,6.2,2,9.8,7.6,7.6,5.7,1.0,52.3
18,Female,Employed,6.7,9.0,9.1,5.1,9.4,3.2,1,6.6,6.7,3.2,8.2,2.4,88.8
54,Female,Employed,6.1,7.2,0.7,0.5,5.5,7.1,4,8.4,8.3,3.5,4.8,8.2,42.7
21,Male,Employed,3.7,5.3,4.2,10.7,2.7,6.0,1,7.6,5.6,7.5,4.9,7.8,40.3
37,Male,Student,5.4,6.0,5.3,2.6,6.2,6.7,3,3.8,7.0,4.8,6.0,6.3,46.4
39,Female,Employed,9.0,5.6,5.1,1.4,1.8,7.0,2,6.0,5.9,5.8,9.4,1.3,77.4
33,Female,Student,6.7,6.4,4.8,2.5,6.1,6.4,0,9.9,6.0,5.4,4.1,7.7,47.2
30,Female,Employed,8.8,6.6,8.9,2.5,6.0,5.4,0,7.6,4.8,7.5,4.4,8.4,51.4
18,Male,Employed,5.3,3.2,6.0,1.3,5.6,6.2,2,7.8,7.7,9.8,7.4,2.8,40.7
23,Female,Student,6.4,5.7,7.5,1.6,5.9,4.1,2,7.3,3.6,6.6,5.3,5.8,62.2
28,Female,Student,4.9,7.2,5.6,8.0,6.0,4.1,3,12.4,8.5,4.8,2.8,3.9,59.5
32,Male,Employed,3.7,7.7,2.7,0.7,5.0,3.2,3,8.3,6.0,8.0,5.0,2.4,61.1
50,Female,Student,6.0,6.5,9.4,0.1,7.8,9.9,0,5.9,3.9,4.2,6.6,7.0,64.4
29,Female,Employed,8.0,5.8,6.1,3.7,7.5,4.6,3,5.4,4.3,5.8,3.2,5.3,57.7
39,Female,Student,5.1,8.3,3.9,7.6,6.7,3.5,1,10.4,3.8,2.9,,3.4,59.5
52,Female,Employed,8.1,7.4,3.0,3.0,5.7,5.6,1,5.6,7.5,1.0,8.9,9.2,64.0
32,Male,Employed,6.8,6.2,5.9,4.4,6.0,6.9,3,3.4,7.8,5.7,5.0,2.6,58.1
43,Male,Student,5.4,10.0,3.9,1.2,4.6,6.9,4,8.4,5.4,2.7,8.7,7.3,73.8
20,Male,Unemployed,9.1,8.6,6.8,3.6,4.1,3.6,3,0.1,6.0,5.2,4.7,4.8,69.0
34,Female,Employed,5.4,2.4,5.0,2.3,4.8,5.5,1,8.1,7.1,6.3,8.8,7.2,30.6
28,Female,Student,4.7,5.9,6.5,0.7,9.8,4.4,2,7.5,8.0,2.0,,7.2,42.5
45,Female,Student,6.0,7.1,8.0,3.8,3.8,6.7,1,11.6,3.4,5.6,4.9,6.9,44.6
48,Male,Student,9.2,5.1,6.5,4.4,9.9,4.4,1,5.6,7.6,4.7,7.5,4.9,60.4
38,Female,Student,6.8,8.4,10.2,4.2,10.0,8.5,2,5.7,3.6,7.2,4.2,2.0,78.8
32,Male,Student,4.2,6.5,2.1,7.2,3.2,6.4,4,10.3,6.0,4.7,10.0,4.4,80.9
24,Male,Employed,3.7,3.5,3.6,1.9,5.8,2.4,2,7.4,8.2,2.8,6.0,7.9,28.6
29,Female,Student,7.6,4.7,3.2,0.3,3.5,6.9,1,10.7,5.8,2.0,7.4,5.4,77.0
47,Female,Student,7.4,2.8,4.5,1.8,6.9,2.5,2,8.9,3.9,7.2,5.4,7.3,46.5
51,Female,Student,9.7,6.0,2.9,9.2,5.8,7.9,0,5.4,4.8,2.6,5.7,10.0,55.4
28,Male,Student,7.1,5.2,5.3,0.6,1.8,8.1,2,4.3,7.1,10.0,5.0,4.5,40.4
37,Male,Student,8.0,4.0,5.8,0.5,7.9,2.6,4,4.8,8.5,2.8,7.8,5.2,41.7
39,Other,Employed,6.4,6.6,2.1,4.6,7.5,6.9,0,8.8,4.6,5.3,10.0,2.8,79.3
29,Female,Student,8.5,3.7,5.3,0.7,8.3,5.9,3,6.3,9.6,1.5,9.3,1.8,73.8
48,Male,Employed,5.2,4.6,3.0,3.3,5.4,7.7,1,2.2,5.6,6.7,7.2,4.0,52.6
39,Female,Student,5.7,1.9,0.0,1.3,5.8,6.0,2,5.3,8.8,3.2,,4.4,36.5
33,Male,Employed,3.9,3.9,2.3,10.8,6.6,5.6,5,3.5,6.5,5.0,,8.7,46.9
37,Male,Employed,4.1,5.5,9.3,1.8,3.9,,3,8.5,4.3,8.7,8.9,4.7,57.2
22,Male,Employed,7.2,4.9,3.9,1.1,6.7,6.1,1,5.4,2.2,7.3,8.0,5.5,59.0
34,Male,Employed,8.1,5.5,9.1,0.6,5.0,2.7,2,9.1,3.6,10.0,5.6,3.0,43.4
22,Female,Student,4.1,6.1,8.3,0.4,6.0,6.0,2,7.3,7.0,8.6,5.9,6.8,47.1
25,Male,Employed,7.1,1.3,3.8,0.6,5.2,9.0,2,3.4,4.8,3.3,,6.4,35.2
32,Male,Student,5.8,5.8,2.3,3.1,3.8,4.0,0,5.7,3.3,4.5,7.5,4.9,50.5
27,Female,Employed,5.8,1.3,5.1,8.2,6.1,7.1,1,9.5,7.0,7.2,9.8,2.7,56.2
23,Male,Employed,6.4,6.3,6.6,3.0,7.6,9.9,4,6.6,7.4,5.9,10.0,6.6,68.2
40,Female,Student,8.4,7.5,5.1,2.2,8.1,6.0,4,9.4,8.6,3.2,7.2,4.8,70.0
46,Male,Employed,8.1,8.4,5.2,0.9,1.3,6.6,1,12.0,5.7,5.3,6.3,2.2,53.3
36,Other,Employed,4.0,3.2,7.1,,6.4,5.0,3,7.0,5.1,6.6,4.6,7.0,11.6
51,Male,Employed,8.1,5.4,5.1,0.4,10.0,6.3,4,4.9,7.7,5.1,10.0,6.8,63.3
49,Female,Student,5.1,3.9,7.2,2.1,7.7,6.7,3,4.6,7.6,10.0,7.3,5.6,30.5
28,Female,Student,10.7,4.4,0.0,3.1,6.6,6.2,3,8.0,4.6,5.6,0.0,8.8,48.2
37,Female,Employed,7.5,6.6,3.6,1.5,9.2,6.6,4,9.3,3.8,7.7,7.5,1.0,76.6
28,Female,Student,6.7,7.1,5.0,2.9,4.7,4.8,1,10.8,6.6,6.6,5.8,1.1,74.0
44,Male,Student,6.6,7.0,6.5,,1.3,6.8,0,3.7,7.5,6.0,4.1,7.6,39.1
19,Male,Employed,5.4,4.8,7.9,0.3,7.4,,0,8.6,5.1,4.7,8.3,5.7,65.4
57,Female,Unemployed,4.9,6.3,8.2,0.9,5.1,6.1,1,0.0,3.7,10.0,6.5,6.3,36.5
28,Female,Employed,6.5,7.2,5.5,2.1,7.6,7.7,1,8.6,5.3,6.7,3.4,6.4,61.3
50,Male,Student,8.0,3.2,3.4,1.5,4.8,4.2,1,10.9,4.6,7.7,6.5,2.5,54.9
44,Male,Unemployed,6.9,4.7,3.9,4.9,9.0,2.6,0,1.0,5.4,3.4,3.1,7.1,55.2
44,Female,Employed,5.5,7.3,6.3,0.3,3.0,1.0,4,4.5,8.9,2.7,10.0,6.8,47.1
55,Female,Employed,5.8,7.2,4.1,2.3,5.5,2.9,4,9.7,8.6,2.5,9.0,1.0,65.0
18,Other,Employed,7.4,1.9,5.1,1.3,6.0,3.7,5,14.0,4.0,9.7,7.2,1.4,41.6
37,Female,Student,6.9,4.2,6.7,4.5,8.9,2.6,1,9.8,6.5,10.0,5.4,9.0,24.6
26,Male,Employed,3.9,3.9,3.3,3.4,6.9,6.7,2,10.6,5.7,6.7,1.4,7.0,40.1
35,Male,Employed,6.4,1.8,6.5,1.1,7.5,4.7,3,8.3,2.6,6.9,,8.1,38.7
24,Male,Student,8.0,2.8,5.8,,3.4,6.9,0,9.4,4.8,3.3,5.4,5.9,47.1
46,Female,Student,9.2,5.5,1.0,6.2,2.5,,5,3.6,3.4,7.2,9.4,6.9,47.0
38,Female,Employed,6.1,9.9,4.5,1.8,9.6,6.2,4,5.0,4.8,8.7,7.4,2.4,85.9
53,Female,Student,5.9,4.4,8.4,0.0,3.8,2.6,1,3.6,5.3,6.4,5.8,8.0,28.0
47,Male,Employed,7.3,8.2,7.5,1.9,4.1,7.3,0,11.3,7.0,5.2,7.5,8.3,64.3
42,Male,Student,6.2,9.1,3.3,2.1,5.5,8.0,4,7.0,2.3,3.5,9.7,2.5,89.9
23,Female,Employed,6.0,9.5,2.0,1.1,6.8,4.0,5,8.9,4.7,1.0,8.1,4.2,73.8
29,Female,Unemployed,5.4,,4.8,3.5,10.0,6.0,4,0.1,5.6,6.0,6.2,3.6,61.6
58,Female,Student,7.8,3.6,6.2,1.5,3.7,5.1,3,6.6,7.4,5.7,8.5,5.7,42.7
28,Male,Employed,7.0,5.4,2.5,1.3,7.1,4.3,4,4.3,6.4,6.0,6.8,7.3,62.5
42,Female,Student,6.9,5.6,1.6,8.7,5.7,7.8,1,7.7,7.4,1.9,4.7,6.1,69.6
30,Male,Employed,7.4,10.0,5.8,0.7,3.8,4.3,2,9.8,6.4,5.7,10.0,7.1,54.3
45,Female,Employed,8.1,7.0,3.3,0.9,1.1,6.0,4,7.2,5.7,5.2,8.2,3.4,54.6
39,Female,Employed,9.2,8.2,4.8,1.8,8.6,,2,8.3,4.5,5.9,8.2,9.7,67.9
33,Male,Student,5.1,7.1,5.4,0.6,7.8,3.9,5,8.9,7.6,1.4,0.1,6.4,41.3
41,Male,Employed,5.9,8.6,2.0,10.6,4.5,8.4,2,11.3,7.4,6.7,5.2,7.6,57.6
51,Female,Employed,9.7,4.1,5.3,0.7,4.4,5.7,0,6.9,10.0,6.3,6.3,2.2,49.9
25,Female,Student,6.3,7.8,7.0,0.5,7.0,8.6,3,0.0,7.6,5.8,4.0,2.4,57.0
59,Female,Employed,10.0,8.0,6.4,1.5,6.5,7.5,0,8.9,5.8,5.4,4.1,5.6,62.8
59,Female,Student,6.8,2.2,1.4,4.4,5.1,5.0,5,8.3,7.1,3.7,6.3,6.9,37.8
49,Male,Unemployed,7.9,5.0,4.3,1.4,4.2,7.0,5,0.5,5.9,5.9,5.6,5.7,48.7
51,Other,Student,7.7,7.8,4.8,1.5,3.8,5.7,2,4.9,5.8,8.5,2.6,5.7,42.6
44,Male,Employed,7.4,8.5,4.6,0.2,7.5,6.0,3,6.6,6.1,9.3,9.0,5.1,66.0
29,Female,Student,6.9,4.5,5.0,0.8,8.2,6.5,2,3.8,4.6,5.1,5.3,5.7,57.9
58,Male,Student,6.7,5.6,6.5,0.3,5.5,4.3,0,8.3,2.6,4.5,4.9,3.8,54.5
52,Male,Student,5.2,6.4,7.1,7.8,4.5,4.6,2,5.8,3.6,2.6,3.6,5.8,66.5
27,Male,Student,6.1,7.6,4.8,0.7,5.2,8.9,3,5.6,4.5,4.7,4.7,7.3,65.2
43,Female,Student,6.5,8.1,4.1,0.2,6.1,4.7,1,7.4,7.2,5.5,,1.0,79.9
46,Female,Student,4.7,6.3,8.3,0.5,5.7,4.3,4,8.5,2.5,5.1,3.1,4.7,47.5
48,Male,Employed,6.8,1.7,1.8,5.9,9.0,5.9,0,7.3,7.1,5.7,0.8,2.2,61.6
22,Female,Employed,7.7,7.7,7.1,1.7,5.8,4.3,2,5.6,4.0,1.9,2.7,6.4,61.4
22,Female,Student,7.1,7.9,4.5,0.4,7.5,6.4,1,3.6,7.6,5.8,10.0,2.9,74.0
56,Male,Employed,3.7,9.4,2.0,1.7,2.4,7.7,2,8.1,4.8,7.4,3.3,3.2,61.2
40,Female,Employed,5.4,5.8,2.0,0.2,10.0,8.9,2,5.7,6.7,8.1,8.2,3.8,64.5
41,Female,Employed,6.3,9.1,0.0,5.1,0.0,4.9,1,4.1,7.3,2.5,4.5,5.3,50.9
29,Female,Employed,9.1,2.6,1.2,0.2,8.4,5.5,1,4.8,9.9,1.0,7.4,2.6,60.8
55,Male,Student,7.7,2.6,5.2,2.1,10.0,8.4,2,6.8,4.1,3.6,5.2,7.1,46.8
53,Female,Student,3.5,4.4,5.8,3.9,2.9,3.5,3,10.7,4.6,5.0,5.1,4.8,51.2
41,Other,Student,5.5,5.8,3.6,0.8,6.2,5.0,1,10.5,6.8,5.3,10.0,2.5,59.7
45,Female,Employed,7.1,6.7,4.5,0.6,6.5,6.0,2,4.2,4.6,6.0,6.6,7.7,55.7
56,Male,Employed,5.7,4.9,3.0,1.4,6.8,2.5,3,11.2,6.7,3.6,7.0,8.4,45.5
52,Male,Employed,7.1,5.8,6.0,5.7,6.4,4.8,1,7.3,5.8,2.2,8.7,5.3,69.2
33,Female,Student,5.4,7.4,4.7,7.0,7.1,4.0,6,9.7,8.8,5.7,5.2,2.2,65.6
37,Male,Student,6.2,,8.8,4.9,5.7,6.6,4,5.5,8.4,5.8,3.1,3.6,62.0
32,Male,Employed,5.8,3.6,3.0,0.8,3.0,8.0,2,7.6,3.8,2.6,,7.9,43.2
